conversation_id,possibly_sensitive,id,author_id,context_annotations,source,created_at,reply_settings,text,edit_history_tweet_ids,referenced_tweets,lang,in_reply_to_user_id,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,entities.annotations,entities.urls,attachments.media_keys,entities.hashtags,geo.place_id,geo.coordinates.type,geo.coordinates.coordinates,entities.cashtags
1477066999297675270,False,1477066999297675270,834074088,,Twitter for iPhone,2021-12-31T23:59:49.000Z,everyone,"RT @JFromKi: Certaines personnes ont besoin d’un point de départ bien précis, et la nouvelle année en général c’est signe de nouveauté et d…",['1477066999297675270'],"[{'type': 'retweeted', 'id': '1476956797529432068'}]",fr,,5,True,2022-01-01 00:29:49+00:00,"[{'start': 3, 'end': 11, 'username': 'JFromKi', 'id': '1308305068928782337'}]",156,0,0,0,,,,,,,,
1477064538935771139,False,1477066981606047748,992268197297467392,,Twitter for iPhone,2021-12-31T23:59:45.000Z,everyone,"Cara, tô impressionado com isso kkkkk Ir pra motel de Bike tudo bem, normal, mas nessa chuva que tá caindo e com a av alagada! Casal apaixonado viu",['1477066981606047748'],"[{'type': 'replied_to', 'id': '1477064538935771139'}]",pt,992268197297467392,5,True,2022-01-01 00:29:45+00:00,,0,1,6,0,"[{'start': 54, 'end': 57, 'probability': 0.6407, 'type': 'Person', 'normalized_text': 'Bike'}]",,,,,,,
1477060395294769160,False,1477066981408923652,827776387662626816,,Twitter for Android,2021-12-31T23:59:45.000Z,everyone,@aystickz Carry ur bike and go,['1477066981408923652'],"[{'type': 'replied_to', 'id': '1477060395294769160'}]",en,2782641419,5,True,2022-01-01 00:29:45+00:00,"[{'start': 0, 'end': 9, 'username': 'aystickz', 'id': '2782641419'}]",0,0,0,0,,,,,,,,
1477066974966341632,False,1477066974966341632,1475589433663442944,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",Twitter for Android,2021-12-31T23:59:44.000Z,everyone,"RT @mauriciomacri: Empieza un nuevo año y con él un nuevo ciclo. Es un momento oportuno para pensar en nuestro futuro, el de los argentinos…",['1477066974966341632'],"[{'type': 'retweeted', 'id': '1477052512452571137'}]",es,,5,True,2022-01-01 00:29:44+00:00,"[{'start': 3, 'end': 17, 'username': 'mauriciomacri', 'id': '24900072'}]",3566,0,0,0,,,,,,,,
1477066973146013697,False,1477066973146013697,496525793,,Twitter for Android,2021-12-31T23:59:43.000Z,everyone,"Creo fielmente que al comenzar un nuevo año el tiempo se reinicia y comienza un nuevo ciclo de oportunidades y amenazas, así que espero que tengan un buen reinicio de ciclo 2022 👍😔😎",['1477066973146013697'],,es,,5,True,2022-01-01 00:29:43+00:00,,0,0,3,0,,,,,,,,
1477066965164474376,False,1477066965164474376,19632870,,Twitter for iPhone,2021-12-31T23:59:41.000Z,mentionedUsers,RT @ValeriaMoy: Hoy terminan su encargo dos grandes profesionales. @SantaellaJulio deja el INEGI habiendo hecho una gran labor. Alejandro D…,['1477066965164474376'],"[{'type': 'retweeted', 'id': '1477064729113907202'}]",es,,5,True,2022-01-01 00:29:41+00:00,"[{'start': 3, 'end': 14, 'username': 'ValeriaMoy', 'id': '34150078'}, {'start': 67, 'end': 82, 'username': 'SantaellaJulio', 'id': '1164481428'}]",319,0,0,0,"[{'start': 91, 'end': 95, 'probability': 0.9463, 'type': 'Organization', 'normalized_text': 'INEGI'}, {'start': 128, 'end': 138, 'probability': 0.8622, 'type': 'Person', 'normalized_text': 'Alejandro D'}]",,,,,,,
1477066964837154817,False,1477066964837154817,414677247,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",Twitter for Android,2021-12-31T23:59:41.000Z,everyone,"RT @mauriciomacri: Empieza un nuevo año y con él un nuevo ciclo. Es un momento oportuno para pensar en nuestro futuro, el de los argentinos…",['1477066964837154817'],"[{'type': 'retweeted', 'id': '1477052512452571137'}]",es,,5,True,2022-01-01 00:29:41+00:00,"[{'start': 3, 'end': 17, 'username': 'mauriciomacri', 'id': '24900072'}]",3566,0,0,0,,,,,,,,
1477066961783869441,False,1477066961783869441,1464722871691923463,"[{'domain': {'id': '6', 'name': 'Sports Event'}, 'entity': {'id': '1237760060828213249', 'name': 'Olympics'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '1392944904611930114', 'name': 'Olympic Cycling'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900493514891265', 'name': 'Sports', 'description': 'Sports'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847900751321997312', 'name': 'Cycling', 'description': 'Cycling'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '834828264786898945', 'name': 'Drinks', 'description': 'Drinks'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '834828445238431744', 'name': 'Generic Drinks', 'description': 'Generic Drinks'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '850142258871418880', 'name': 'Beer', 'description': 'Beer'}}]",Twitter for Android,2021-12-31T23:59:40.000Z,everyone,"RT @CervezaAndinaCo: Poco a poco se acaba nuestro calendario de ciclismo pero en Cerveza Andina eso no nos detiene. Hoy, con @Eganbernal in…",['1477066961783869441'],"[{'type': 'retweeted', 'id': '1463556770555514887'}]",es,,5,True,2022-01-01 00:29:40+00:00,"[{'start': 3, 'end': 19, 'username': 'CervezaAndinaCo', 'id': '1088839678684467201'}, {'start': 125, 'end': 136, 'username': 'Eganbernal', 'id': '3808013897'}]",27,0,0,0,"[{'start': 81, 'end': 94, 'probability': 0.5623, 'type': 'Other', 'normalized_text': 'Cerveza Andina'}]",,,,,,,
1477066953948901376,False,1477066953948901376,730627604,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839569431277658113', 'name': 'Mauricio Macri', 'description': 'Running for president in the 2019 Argentina Elections. '}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",Twitter for Android,2021-12-31T23:59:39.000Z,everyone,"RT @mauriciomacri: Empieza un nuevo año y con él un nuevo ciclo. Es un momento oportuno para pensar en nuestro futuro, el de los argentinos…",['1477066953948901376'],"[{'type': 'retweeted', 'id': '1477052512452571137'}]",es,,5,True,2022-01-01 00:29:39+00:00,"[{'start': 3, 'end': 17, 'username': 'mauriciomacri', 'id': '24900072'}]",3566,0,0,0,,,,,,,,
1477066952115957760,False,1477066952115957760,4184781694,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1457786335108816904', 'name': ""New Year's day"", 'description': ""This entity includes all conversations for the New Year's day for all years. ""}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1319305164751163393', 'name': 'New Years Eve', 'description': 'This entity includes all conversations for New Years Eve for all years.'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1338455498958368768', 'name': 'Happy New Year'}}, {'domain': {'id': '119', 'name': 'Holiday', 'description': 'Holidays like Christmas or Halloween'}, 'entity': {'id': '1457786335108816904', 'name': ""New Year's day"", 'description': ""This entity includes all conversations for the New Year's day for all years. ""}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847548225712119808', 'name': 'Holidays', 'description': 'Holidays'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1291095284756357120', 'name': 'Cultural events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1296381531510849536', 'name': 'New Years Eve\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1457786335108816904', 'name': ""New Year's day"", 'description': ""This entity includes all conversations for the New Year's day for all years. ""}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1471923163168600068', 'name': 'A look back as the world welcomed 2022 ✨', 'description': '2021 was another year spent in a global pandemic but there were some bright spots of celebrations.\n\n➡️  See how the world ushered in the new year and finally said goodbye to 2021, from Sydney to Honolulu.'}}]",Instagram,2021-12-31T23:59:38.000Z,everyone,HAPPY NEW YEAR! We are back on the 3rd of January 2022 with Gracie Combatives and Master Cycle classes. Please take note of all adjustments as we are back to a full timetable! #jiujitsulifestyle #graciejiujitsu https://t.co/4974WYDY3w,['1477066952115957760'],,en,,5,True,2022-01-01 00:29:38+00:00,,0,0,0,0,"[{'start': 60, 'end': 76, 'probability': 0.8221, 'type': 'Other', 'normalized_text': 'Gracie Combatives'}, {'start': 89, 'end': 93, 'probability': 0.6502, 'type': 'Other', 'normalized_text': 'Cycle'}, {'start': 177, 'end': 193, 'probability': 0.5995, 'type': 'Person', 'normalized_text': 'jiujitsulifestyle'}, {'start': 196, 'end': 209, 'probability': 0.8977, 'type': 'Person', 'normalized_text': 'graciejiujitsu'}]","[{'start': 211, 'end': 234, 'url': 'https://t.co/4974WYDY3w', 'expanded_url': 'https://www.instagram.com/p/CYKqJCNPZVK/?utm_medium=twitter', 'display_url': 'instagram.com/p/CYKqJCNPZVK/…', 'status': 200, 'unwound_url': 'https://www.instagram.com/p/CYKqJCNPZVK/?utm_medium=twitter'}]",,"[{'start': 176, 'end': 194, 'tag': 'jiujitsulifestyle'}, {'start': 195, 'end': 210, 'tag': 'graciejiujitsu'}]",01864a8a64df9dc4,Point,"[145.12801, -37.75733]",
